,id,Doc,Target,Original_Value,Attached_Value,Type,Annotator,DOI
592,592,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,impact_factor_component,['OMMT'],,SYMBOLIC,1,https://doi.org/10.1016/j.clay.2011.04.023
593,593,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,['clay'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
594,594,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,"['fish', 'gelatin', '/', 'nanoclay', 'composite', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
595,595,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,"['Fish', 'gelatin']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
596,596,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,['Nanoclay'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
597,597,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,"['Gelatin', '200', 'bloom-fish']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
598,598,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,['Cloisite'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
599,599,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,['Glycerol'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
600,600,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,['Anhydrous'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
601,601,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,"['Hydrochloric', 'acid']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
602,602,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,"['clay', 'solution']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
603,603,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,"['gelatin', 'solution']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
604,604,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,"['fish', 'gelatin']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
605,605,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,"['sodium', 'montmorillonite', 'clay']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
606,606,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,['glycerol'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
607,607,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,"['distilled', 'water']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
608,608,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,"['nano-clay', 'solution']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
609,609,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,"['unmodified', 'montmorillonite', 'clays']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
610,610,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,impact_factor_component,['HDPE'],,SYMBOLIC,1,https://doi.org/10.1016/j.idairyj.2003.09.001
611,611,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,impact_factor_component,"['high-density', 'polyethylene']",,SYMBOLIC,1,https://doi.org/10.1016/j.idairyj.2003.09.001
612,612,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,impact_factor_component,['PET'],,SYMBOLIC,1,https://doi.org/10.1016/j.idairyj.2003.09.001
613,613,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,impact_factor_component,"['polyethylene', 'terephthalate']",,SYMBOLIC,1,https://doi.org/10.1016/j.idairyj.2003.09.001
614,614,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,impact_factor_component,"['clear', 'PET', 'bottle']",,SYMBOLIC,1,https://doi.org/10.1016/j.idairyj.2003.09.001
615,615,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",impact_factor_component,['lignin'],,SYMBOLIC,1,https://doi.org/10.1016/j.ijbiomac.2015.08.015
616,616,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",impact_factor_component,['agar'],,SYMBOLIC,1,https://doi.org/10.1016/j.ijbiomac.2015.08.015
617,617,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",impact_factor_component,"['lignin', 'alkali']",,SYMBOLIC,1,https://doi.org/10.1016/j.ijbiomac.2015.08.015
618,618,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,['glycerol'],,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
619,619,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,['sorbitol'],,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
620,620,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,"['polyethylene', 'glycol']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
621,621,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,['PEG'],,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
622,622,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,['stearic'],,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
623,623,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,"['palmitic', 'acids']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
624,624,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,['palmitic'],,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
625,625,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,"['stearic', 'acids']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
626,626,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,"['palmitic', 'acid']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
627,627,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,"['Sorbitol', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
628,628,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,"['PEG', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
629,629,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['cellulose', 'nanocrystals']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
630,630,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['poly', '(', 'lactic', 'acid', ')']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
631,631,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['PLA'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
632,632,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['Pristine'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
633,633,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['CNC'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
634,634,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['surfactant-modified', 'cellulose', 'nanocrystals']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
635,635,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['s-CNC'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
636,636,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['cellulose'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
637,637,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['Poly', '(', 'lactic', 'acid', ')']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
638,638,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['PLA', '3051D']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
639,639,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['PLA', 'pellets']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
640,640,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['Microcrystalline', 'cellulose']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
641,641,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['MCC'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
642,642,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['cellulose', 'nanocrystal']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
643,643,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['chloroform'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
644,644,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['un-modified', 'CNC']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
645,645,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['cellulose', 'microfibres']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
646,646,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['nano-biocomposites'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2012.06.025
647,647,Enhancement of the gas separation properties of polybenzimidazole (PBI) membrane by incorporation of silica nano particles,impact_factor_component,"['silica', 'nano', 'particles']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.12.073
648,648,Enhancement of the gas separation properties of polybenzimidazole (PBI) membrane by incorporation of silica nano particles,impact_factor_component,['polybenzimidazole'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.12.073
649,649,Enhancement of the gas separation properties of polybenzimidazole (PBI) membrane by incorporation of silica nano particles,impact_factor_component,['PBI'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.12.073
650,650,Enhancement of the gas separation properties of polybenzimidazole (PBI) membrane by incorporation of silica nano particles,impact_factor_component,"['Silica', 'nano', 'particles']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.12.073
651,651,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,impact_factor_component,"['potato', 'starch']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2010.07.032
652,652,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,impact_factor_component,['glycerol'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2010.07.032
653,653,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,impact_factor_component,"['neat', 'starch']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2010.07.032
654,654,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,impact_factor_component,"['Native', 'potato', 'starch']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2010.07.032
655,655,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,impact_factor_component,['Glycerol'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2010.07.032
656,656,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,impact_factor_component,"['Nanofil', '^', '®', '757']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2010.07.032
657,657,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,impact_factor_component,['MMT'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2010.07.032
